"entidad";"jurisdiccion";"municipio";"localidad";"consultorios";"camas_censables";"camas_no_censables";"mdc_gral_esp_odon";"per_medico_en_adiestramiento";"medicos_en_otras_act";"per_de_enfermeria_en_contacto_c_paciente";"per_de_enfermerica_en_otras_labores";"otro_per_prof";"per_tec";"otro_per"
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";2;0;0;2;0;0;4;0;0;1;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";2;0;0;1;1;0;6;0;0;1;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";1;0;0;1;0;0;2;0;0;0;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";1;0;0;1;0;0;1;0;0;1;2
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";2;0;0;1;1;0;3;0;0;1;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";4;0;0;5;1;0;3;0;0;3;2
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";2;0;0;1;1;0;4;0;0;2;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";3;0;0;1;2;0;5;0;0;1;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";2;0;0;2;0;0;5;0;1;2;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";2;0;0;2;0;0;4;0;0;2;1
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"MONTERREY";"MONTERREY";2;0;0;0;1;0;2;0;1;1;1
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"MONTERREY";"MONTERREY";2;0;0;1;0;0;2;0;0;1;0
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"MONTERREY";"MONTERREY";4;0;0;1;1;0;3;0;0;2;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";4;0;0;3;1;0;8;0;1;2;2
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";2;0;0;1;1;0;6;0;0;2;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";4;0;0;5;2;2;6;2;1;3;26
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";5;0;0;4;2;0;9;0;0;4;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";4;0;0;3;3;0;4;0;2;2;2
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";2;0;0;1;1;0;3;0;0;0;1
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"MONTERREY";"MONTERREY";3;0;0;0;2;0;3;0;0;2;1
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"MONTERREY";"MONTERREY";4;0;0;2;1;0;3;0;0;2;1
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"MONTERREY";"MONTERREY";5;0;0;3;3;0;6;0;0;3;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";5;0;0;3;2;0;8;0;0;1;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";5;0;0;6;2;1;11;2;1;4;4
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";8;0;0;8;2;2;16;3;3;12;11
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";4;0;0;4;3;0;6;0;0;1;1
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"MONTERREY";"MONTERREY";9;0;0;7;2;0;9;0;2;7;5
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"MONTERREY";"MONTERREY";9;0;0;6;1;1;12;0;5;6;3
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";8;0;1;11;3;2;17;2;2;9;7
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";14;0;0;15;5;2;29;1;10;14;22
"NUEVO LEON";"MONTERREY NORTE";"MONTERREY";"MONTERREY";16;0;0;15;9;1;36;3;7;9;18
"NUEVO LEON";"SABINAS HIDALGO";"PARAS";"PARAS";3;0;0;0;3;0;1;0;0;0;0
"NUEVO LEON";"SABINAS HIDALGO";"PARAS";"CINCO DE MAYO";2;0;0;0;0;0;0;0;0;0;0
"NUEVO LEON";"CADEREYTA JIMENEZ";"PESQUERIA";"PESQUERIA";3;0;0;2;1;0;3;0;0;1;1
"NUEVO LEON";"CADEREYTA JIMENEZ";"PESQUERIA";"SANTA MARIA LA FLOREÑA";2;0;0;0;1;0;0;0;0;0;1
"NUEVO LEON";"CADEREYTA JIMENEZ";"LOS RAMONES";"LOS RAMONES";3;0;0;0;3;0;1;0;0;0;1
"NUEVO LEON";"CADEREYTA JIMENEZ";"LOS RAMONES";"EL CARRIZO";2;0;0;0;1;0;1;0;0;0;0
"NUEVO LEON";"CADEREYTA JIMENEZ";"LOS RAMONES";"GARZA GONZALEZ";2;0;0;0;1;0;1;0;0;0;0
"NUEVO LEON";"CADEREYTA JIMENEZ";"LOS RAMONES";"SAN ISIDRO";2;0;0;0;1;0;1;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"RAYONES";"RAYONES";3;0;0;1;4;0;0;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"RAYONES";"PABLO L. SIDAR (CASILLAS)";1;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"RAYONES";"EMILIO CARRANZA";1;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"RAYONES";"JOSE MARIA MORELOS (SANTA ROSA)";1;0;0;0;1;0;1;0;0;0;0
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"CIUDAD SABINAS HIDALGO";0;0;0;5;0;0;22;4;9;0;21
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"CIUDAD SABINAS HIDALGO";2;0;0;1;2;0;2;0;0;2;1
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"CIUDAD SABINAS HIDALGO";3;0;0;1;2;0;2;0;0;1;1
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"CIUDAD SABINAS HIDALGO";3;0;0;1;1;0;2;0;0;2;1
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"CIUDAD SABINAS HIDALGO";4;0;0;2;1;0;3;0;0;1;2
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"CIUDAD SABINAS HIDALGO";3;0;0;2;0;0;2;0;0;1;1
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"CIUDAD SABINAS HIDALGO";5;0;0;2;2;0;3;0;0;1;1
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"GARZA AYALA";2;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"SOMBRERETILLO";1;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"MONTERREY NORTE";"SALINAS VICTORIA";"SALINAS VICTORIA";3;0;1;0;3;0;2;0;0;0;1
"NUEVO LEON";"MONTERREY NORTE";"SALINAS VICTORIA";"CIUDAD SATELITE DEL NORTE";1;0;0;1;0;0;2;0;0;0;0
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";1;0;0;1;1;0;2;0;0;1;1
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";1;0;0;0;1;0;1;0;0;1;1
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";1;0;0;1;0;0;2;0;0;1;1
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";2;0;0;3;0;0;3;0;0;2;1
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";1;0;0;0;1;0;2;0;0;1;1
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";3;0;0;2;2;0;3;0;1;2;1
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";3;0;0;2;1;3;6;4;2;4;8
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";3;0;0;4;1;0;2;0;0;2;2
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";4;0;0;4;0;0;4;0;0;2;2
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";8;0;0;8;1;1;8;1;1;7;4
"NUEVO LEON";"MONTERREY NORTE";"HIDALGO";"HIDALGO";3;0;0;0;3;2;1;2;1;2;3
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SANTA CATARINA";"CIUDAD SANTA CATARINA";2;0;0;0;0;0;2;0;0;1;1
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SANTA CATARINA";"CIUDAD SANTA CATARINA";3;0;0;2;2;0;4;0;0;0;1
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SANTA CATARINA";"CIUDAD SANTA CATARINA";2;0;0;1;1;0;2;0;0;0;0
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SANTA CATARINA";"CIUDAD SANTA CATARINA";2;0;0;1;1;1;3;0;0;2;0
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SANTA CATARINA";"CIUDAD SANTA CATARINA";3;0;0;1;1;0;2;0;0;1;0
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SANTA CATARINA";"CIUDAD SANTA CATARINA";2;0;0;1;0;0;1;0;0;1;0
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SANTA CATARINA";"CIUDAD SANTA CATARINA";2;0;0;1;0;0;1;0;0;1;1
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SANTA CATARINA";"CIUDAD SANTA CATARINA";6;0;0;2;4;0;9;3;5;3;7
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SANTA CATARINA";"CIUDAD SANTA CATARINA";5;0;0;2;1;0;5;0;1;3;0
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SANTA CATARINA";"CIUDAD SANTA CATARINA";8;0;0;5;1;0;8;0;2;1;3
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"SANTIAGO";1;0;0;1;1;0;2;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"LA BOCA";1;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"LA CIENEGA DE GONZALEZ";1;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"LAGUNA DE SANCHEZ";1;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"SAN JOSE DE LAS BOQUILLAS";1;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"SANTIAGO";1;0;0;1;1;0;1;0;0;1;0
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"SANTIAGO";1;0;0;1;1;0;2;0;0;1;0
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"EL BARRIAL (RANCHO DE LOS BENAVIDES)";1;0;0;0;1;0;1;0;0;0;0
"NUEVO LEON";"SABINAS HIDALGO";"VALLECILLO";"VALLECILLO";3;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"SABINAS HIDALGO";"VALLECILLO";"EL ALAMO (HACIENDA EL ALAMO)";2;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"SABINAS HIDALGO";"VALLECILLO";"LOS COLORADOS DE ABAJO";2;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"SABINAS HIDALGO";"VILLALDAMA";"CIUDAD DE VILLALDAMA";3;0;0;0;4;0;1;0;0;2;2
"NUEVO LEON";"SABINAS HIDALGO";"VILLALDAMA";"CIUDAD DE VILLALDAMA";2;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"SABINAS HIDALGO";"VILLALDAMA";"EL POTRERO";2;0;0;0;1;0;1;0;0;0;0
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";3;0;0;3;3;2;5;2;0;4;3
"NUEVO LEON";"MONTERREY NORTE";"GENERAL ZUAZUA";"GENERAL ZUAZUA";2;0;0;0;2;0;1;0;0;0;0
"NUEVO LEON";"MONTERREY NORTE";"MINA";"ESPINAZO (ESPINAZO NUEVO LEON)";1;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"MONTERREY NORTE";"HIDALGO";"HIDALGO";2;0;0;0;2;0;2;0;1;0;0
"NUEVO LEON";"GUADALUPE";"APODACA";"CIUDAD APODACA";1;0;0;1;0;0;0;0;0;1;0
"NUEVO LEON";"GUADALUPE";"JUAREZ";"CIUDAD BENITO JUAREZ";2;0;0;1;1;0;4;0;0;1;1
"NUEVO LEON";"GUADALUPE";"JUAREZ";"CIUDAD BENITO JUAREZ";2;0;0;1;1;0;3;0;0;1;3
"NUEVO LEON";"MONTEMORELOS";"LINARES";"LINARES";3;0;0;1;2;0;3;0;0;3;1
"NUEVO LEON";"MONTEMORELOS";"LINARES";"LINARES";2;0;0;0;2;0;5;0;0;1;1
"NUEVO LEON";"MONTEMORELOS";"MONTEMORELOS";"GENERAL ESCOBEDO";1;0;0;0;1;0;1;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"SANTIAGO";4;0;0;2;2;0;2;0;0;0;1
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"SANTIAGO";2;0;0;1;3;0;2;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"SANTIAGO";2;0;0;0;2;0;2;0;0;3;1
"NUEVO LEON";"GUADALUPE";"APODACA";"CIUDAD APODACA";2;0;0;2;0;0;4;0;0;0;1
"NUEVO LEON";"GUADALUPE";"APODACA";"CIUDAD APODACA";1;0;0;1;0;0;2;0;0;1;1
"NUEVO LEON";"GUADALUPE";"APODACA";"CIUDAD APODACA";1;0;0;1;0;0;1;0;0;1;1
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"CIUDAD SABINAS HIDALGO";2;0;0;1;1;0;3;0;0;1;1
"NUEVO LEON";"GUADALUPE";"GUADALUPE";"GUADALUPE";6;0;0;15;2;6;12;1;9;23;21
"NUEVO LEON";"MONTERREY NORTE";"SALINAS VICTORIA";"SALINAS VICTORIA";2;0;1;0;2;0;1;0;0;0;0
"NUEVO LEON";"GUADALUPE";"JUAREZ";"JARDINES DE LA SILLA (JARDINES)";2;0;0;1;1;0;2;0;0;1;0
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"GARCIA";"GARCIA";13;0;0;7;3;0;19;0;4;8;2
"NUEVO LEON";"GUADALUPE";"JUAREZ";"SAN MATEO";0;0;0;0;0;0;0;0;0;0;0
"NUEVO LEON";"GUADALUPE";"JUAREZ";"CIUDAD BENITO JUAREZ";3;0;0;2;1;0;4;0;0;1;0
"NUEVO LEON";"CADEREYTA JIMENEZ";"PESQUERIA";"PESQUERIA";5;0;0;1;3;1;6;1;0;0;1
"NUEVO LEON";"DOCTOR ARROYO";"ITURBIDE";"ITURBIDE";3;0;0;1;4;0;3;0;0;2;1
"NUEVO LEON";"MONTERREY NORTE";"SALINAS VICTORIA";"SALINAS VICTORIA";2;0;0;0;1;0;1;0;0;1;0
"NUEVO LEON";"MONTERREY NORTE";"SALINAS VICTORIA";"SALINAS VICTORIA";3;0;0;0;0;0;0;0;2;1;0
"NUEVO LEON";"MONTERREY NORTE";"CIENEGA DE FLORES";"CIENEGA DE FLORES";2;0;1;0;2;0;3;0;0;0;1
"NUEVO LEON";"MONTERREY NORTE";"GENERAL ESCOBEDO";"CIUDAD GENERAL ESCOBEDO";14;0;14;11;11;1;34;1;6;2;9
"NUEVO LEON";"CADEREYTA JIMENEZ";"PESQUERIA";"PESQUERIA";12;0;13;17;0;0;16;0;7;2;7
"NUEVO LEON";"DOCTOR ARROYO";"GALEANA";"SAN RAFAEL";4;0;16;9;7;0;19;2;3;2;15
"NUEVO LEON";"MONTERREY NORTE";"EL CARMEN";"CARMEN";1;0;0;0;1;0;1;0;0;0;0
"NUEVO LEON";"MONTERREY NORTE";"EL CARMEN";"EL JARAL";1;0;0;0;1;0;3;0;0;0;0
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";4;0;0;4;0;1;0;0;0;0;3
"NUEVO LEON";"GUADALUPE";"APODACA";"CIUDAD APODACA";4;0;0;4;0;0;3;0;2;0;2
"NUEVO LEON";"GUADALUPE";"GUADALUPE";"GUADALUPE";0;0;0;1;0;0;0;0;1;0;0
"NUEVO LEON";"CADEREYTA JIMENEZ";"PESQUERIA";"PESQUERIA";5;0;0;1;3;0;4;0;0;2;0
"NUEVO LEON";"MONTERREY NORTE";"SALINAS VICTORIA";"SALINAS VICTORIA";1;0;1;0;1;0;1;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"LINARES";"LINARES";2;0;0;0;2;0;3;0;0;0;1
"NUEVO LEON";"MONTERREY NORTE";"GENERAL ZUAZUA";"GENERAL ZUAZUA";2;0;0;0;1;0;0;0;3;0;0
"NUEVO LEON";"CADEREYTA JIMENEZ";"CADEREYTA JIMENEZ";"CADEREYTA JIMENEZ";3;0;0;1;0;0;3;0;0;0;2
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"CIUDAD SABINAS HIDALGO";3;0;0;1;1;0;4;0;0;1;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";4;0;0;0;0;0;1;0;2;0;0
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";1;0;0;2;0;0;3;0;0;1;1
"NUEVO LEON";"SABINAS HIDALGO";"LAMPAZOS DE NARANJO";"LAMPAZOS DE NARANJO";3;0;0;0;3;0;2;0;0;0;0
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"MONTERREY";"MONTERREY";11;0;0;3;3;0;5;1;18;1;7
"NUEVO LEON";"CADEREYTA JIMENEZ";"CADEREYTA JIMENEZ";"CADEREYTA JIMENEZ";4;0;0;1;4;0;5;0;0;2;1
"NUEVO LEON";"MONTEMORELOS";"GENERAL TERAN";"EL LLANO (SAN RAFAEL DEL LLANO)";1;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"LINARES";"LINARES";5;0;0;1;3;0;3;0;0;1;1
"NUEVO LEON";"MONTERREY NORTE";"SALINAS VICTORIA";"EMILIANO ZAPATA";3;0;1;0;2;0;2;0;0;0;0
"NUEVO LEON";"MONTEMORELOS";"LINARES";"LINARES";4;0;0;3;3;0;4;0;0;2;1
"NUEVO LEON";"GUADALUPE";"GUADALUPE";"GUADALUPE";2;0;0;2;0;0;1;0;0;1;1
"NUEVO LEON";"GUADALUPE";"GUADALUPE";"GUADALUPE";4;0;0;0;0;0;1;0;4;0;1
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"SANTIAGO";1;0;0;1;1;0;0;0;0;0;0
"NUEVO LEON";"MONTERREY NORTE";"GENERAL ESCOBEDO";"CIUDAD GENERAL ESCOBEDO";4;0;0;1;0;0;0;0;3;0;2
"NUEVO LEON";"MONTERREY NORTE";"GENERAL ESCOBEDO";"CIUDAD GENERAL ESCOBEDO";3;0;0;1;0;0;1;0;3;1;2
"NUEVO LEON";"GUADALUPE";"GUADALUPE";"GUADALUPE";3;0;0;1;0;0;1;0;2;1;2
"NUEVO LEON";"CADEREYTA JIMENEZ";"CADEREYTA JIMENEZ";"CADEREYTA JIMENEZ";3;0;0;0;0;0;1;0;1;0;0
"NUEVO LEON";"GUADALUPE";"APODACA";"CIUDAD APODACA";4;0;0;0;0;0;0;0;3;0;0
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SANTA CATARINA";"CIUDAD SANTA CATARINA";4;0;0;1;0;0;0;0;1;0;0
"NUEVO LEON";"SABINAS HIDALGO";"ANAHUAC";"ANAHUAC";3;0;0;0;0;0;0;0;3;0;0
"NUEVO LEON";"SABINAS HIDALGO";"SABINAS HIDALGO";"CIUDAD SABINAS HIDALGO";3;0;0;0;0;0;0;0;3;0;0
"NUEVO LEON";"GUADALUPE";"APODACA";"CIUDAD APODACA";4;0;0;2;2;0;4;0;0;6;1
"NUEVO LEON";"DOCTOR ARROYO";"DOCTOR ARROYO";"DOCTOR ARROYO";3;0;0;3;0;0;5;0;0;2;2
"NUEVO LEON";"MONTEMORELOS";"LINARES";"LINARES";3;0;0;0;1;0;0;0;2;0;1
"NUEVO LEON";"GUADALUPE";"GUADALUPE";"GUADALUPE";6;0;0;0;0;0;0;0;4;0;1
"NUEVO LEON";"GUADALUPE";"JUAREZ";"CIUDAD BENITO JUAREZ";4;0;0;0;0;0;0;0;4;0;2
"NUEVO LEON";"CADEREYTA JIMENEZ";"CERRALVO";"CIUDAD CERRALVO";2;0;0;0;1;0;0;0;2;0;0
"NUEVO LEON";"GUADALUPE";"APODACA";"CIUDAD APODACA";1;0;0;1;0;0;3;0;0;0;1
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"SAN PEDRO GARZA GARCIA";"SAN PEDRO GARZA GARCIA";3;0;0;1;0;0;0;0;1;1;0
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"GARCIA";"GARCIA";3;0;0;0;0;0;0;0;3;0;0
"NUEVO LEON";"MONTEMORELOS";"LINARES";"LINARES";2;0;0;1;0;0;1;0;0;1;0
"NUEVO LEON";"DOCTOR ARROYO";"DOCTOR ARROYO";"DOCTOR ARROYO";2;0;0;0;0;0;0;0;1;0;0
"NUEVO LEON";"MONTERREY NORTE";"GENERAL ESCOBEDO";"CIUDAD GENERAL ESCOBEDO";4;0;0;0;0;0;0;0;5;0;0
"NUEVO LEON";"MONTEMORELOS";"MONTEMORELOS";"MONTEMORELOS";3;0;0;0;1;0;0;0;2;0;0
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";4;0;0;0;0;0;0;0;3;0;1
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";2;0;0;0;0;0;0;0;3;0;1
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"MONTERREY";"MONTERREY";3;0;0;0;0;0;0;0;2;0;0
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";2;0;0;0;0;0;0;0;4;0;0
"NUEVO LEON";"CADEREYTA JIMENEZ";"CADEREYTA JIMENEZ";"CADEREYTA JIMENEZ";2;0;0;0;0;0;1;0;5;0;0
"NUEVO LEON";"CADEREYTA JIMENEZ";"CHINA";"CHINA";1;0;0;0;1;0;0;0;1;0;0
"NUEVO LEON";"MONTEMORELOS";"ALLENDE";"CIUDAD DE ALLENDE";3;0;0;0;1;0;0;0;2;0;0
"NUEVO LEON";"DOCTOR ARROYO";"GALEANA";"GALEANA";2;0;0;0;0;0;0;0;2;0;0
"NUEVO LEON";"MONTERREY";"MONTERREY";"MONTERREY";13;0;0;8;0;1;7;1;6;0;7
"NUEVO LEON";"MONTEMORELOS";"SANTIAGO";"SANTIAGO";5;0;2;5;7;1;15;0;3;5;4
"NUEVO LEON";"SABINAS HIDALGO";"ANAHUAC";"ANAHUAC";4;0;0;2;1;0;3;0;0;1;1
"NUEVO LEON";"MONTEMORELOS";"LINARES";"LINARES";3;0;0;2;1;0;3;0;0;1;1
"NUEVO LEON";"SABINAS HIDALGO";"VILLALDAMA";"SANTA ISABEL";2;0;0;0;1;0;0;0;0;0;0
"NUEVO LEON";"MONTERREY NORTE";"SAN NICOLAS DE LOS GARZA";"SAN NICOLAS DE LOS GARZA";2;0;0;2;0;0;3;0;0;2;2
"NUEVO LEON";"GUADALUPE";"APODACA";"CIUDAD APODACA";1;0;0;1;0;0;1;0;0;1;1
"NUEVO LEON";"CADEREYTA JIMENEZ";"PESQUERIA";"PESQUERIA";6;0;0;3;2;0;6;0;0;1;0
"NUEVO LEON";"SABINAS HIDALGO";"ANAHUAC";"ANAHUAC";2;0;0;1;1;0;2;0;0;1;0
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"MONTERREY";"MONTERREY";3;0;0;0;0;0;0;0;4;0;0
"NUEVO LEON";"MONTERREY NORTE";"EL CARMEN";"CARMEN";3;0;0;2;3;0;4;0;0;2;2
"NUEVO LEON";"MONTERREY NORTE";"GENERAL ESCOBEDO";"CIUDAD GENERAL ESCOBEDO";1;0;0;0;0;0;0;0;2;0;1
"NUEVO LEON";"MONTERREY NORTE";"GENERAL ESCOBEDO";"CIUDAD GENERAL ESCOBEDO";1;0;0;0;1;0;2;0;0;1;2
"NUEVO LEON";"MONTERREY NORTE";"GENERAL ZUAZUA";"GENERAL ZUAZUA";2;0;1;0;4;2;9;2;0;2;4
"NUEVO LEON";"SAN PEDRO GARZA GARCIA";"GARCIA";"GARCIA";2;0;0;0;1;0;5;0;0;2;1
"NUEVO LEON";"GUADALUPE";"JUAREZ";"CIUDAD BENITO JUAREZ";1;0;0;0;1;0;2;0;0;0;1
"NUEVO LEON";"DOCTOR ARROYO";"DOCTOR ARROYO";"DOCTOR ARROYO";1;0;0;0;0;0;1;0;0;0;1
"NUEVO LEON";"DOCTOR ARROYO";"GALEANA";"SAN RAFAEL";1;0;0;0;0;0;1;0;0;0;1
"NAYARIT";"TUXPAN";"ACAPONETA";"EL AGUAJE";1;0;1;1;0;0;2;0;0;0;0
"NAYARIT";"TUXPAN";"ACAPONETA";"CERRO BOLA";1;0;1;1;0;0;2;0;0;0;0
"NAYARIT";"TUXPAN";"ACAPONETA";"LA GUASIMA";1;0;0;2;1;0;3;0;0;0;0
"NAYARIT";"TUXPAN";"ACAPONETA";"SAN JOSE DE MOTAJE";2;0;0;1;0;0;1;0;0;0;0
"NAYARIT";"TUXPAN";"ACAPONETA";"EL RECODO";1;0;1;1;0;0;1;0;0;0;0
"NAYARIT";"TUXPAN";"ACAPONETA";"SAN DIEGO DE ALCALA";1;0;0;1;0;0;1;0;0;0;0
"NAYARIT";"TUXPAN";"ACAPONETA";"SAN MIGUEL";1;0;1;1;0;0;1;0;0;0;0
"NAYARIT";"TUXPAN";"ACAPONETA";"SANTA CRUZ";1;0;2;1;0;0;1;0;0;0;0
"NAYARIT";"TUXPAN";"ACAPONETA";"SAYULILLA";3;0;0;3;1;0;5;0;0;0;2
"NAYARIT";"TUXPAN";"ACAPONETA";"VALLE DE LA URRACA (EL CABILDO)";1;0;0;1;0;0;1;0;0;0;0
"NAYARIT";"TUXPAN";"ACAPONETA";"EL CARRIZAL";1;0;0;1;0;0;1;0;0;0;0
"NAYARIT";"COMPOSTELA";"AHUACATLAN";"AHUACATLAN";6;0;6;11;3;0;13;0;3;0;5
"NAYARIT";"COMPOSTELA";"AHUACATLAN";"HERIBERTO JARA (LA HACIENDITA)";1;0;0;1;0;0;1;0;0;0;0
"NAYARIT";"COMPOSTELA";"AHUACATLAN";"SANTA ISABEL";2;0;0;1;0;0;1;0;0;0;0
"NAYARIT";"COMPOSTELA";"AHUACATLAN";"TETITLAN";2;0;2;1;1;0;2;0;0;0;0
"NAYARIT";"COMPOSTELA";"AHUACATLAN";"UZETA";2;0;1;1;1;0;2;0;0;0;0
"NAYARIT";"COMPOSTELA";"AMATLAN DE CAÑAS";"BARRANCA DEL ORO";1;0;2;1;0;0;1;0;0;0;0
